"BehaviorSpace results (NetLogo 6.2.2)"
"CA_5-STATES_NETWORK__61_Arduino_31_COMPLETE_work.nlogo"
"experiment_centroid_links_mutated"
"07/04/2022 22:22:54:352 -0300"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","radius-of-interaction","movement-steps","load-graphml","N-turtles","percentage-unhappy","clear-before-generating","arduino-on","mutated","links-to-use","frac-providers","[step]","mean [ state ] of turtles with [ breed = clients ]","mean [ state ] of turtles with [ breed = service-providers ]","mean [nw:clustering-coefficient] of turtles","paths","mean [nw:closeness-centrality] of turtles","mean [nw:betweenness-centrality] of turtles","centroid-x","centroid-y","count links"
"90","3.5","3","false","80","40","true","false","7","undirected","0.15","70","2.9558823529411766","3","0.4963335669066252","1.889240506329114","0.5331706933179545","35.125000000000014","-0.4932443087409393","-1.2625103041622932","623"
"87","3.5","3","false","80","40","true","false","7","undirected","0.15","74","3.073529411764706","2.5833333333333335","0.4857050845618268","1.8816455696202532","0.537299407102939","34.82500000000002","0.030653092809368187","-0.2630221167968481","653"
"86","3.5","3","false","80","40","true","false","7","undirected","0.1","74","3.0555555555555554","2.25","0.4938163633072297","1.7879746835443038","0.5641731200708378","31.125000000000007","0.3052536258667383","-0.7526171472963572","768"
"72","3.5","1","false","80","40","true","false","7","undirected","0.15","81","3.1029411764705883","2.5","0.6141228036436456","2.1468354430379746","0.47322990942161375","45.3","-2.818787941599145","1.5527083810904918","580"
"88","3.5","3","false","80","40","true","false","7","undirected","0.05","71","3","4","0.4711973802355711","1.825","0.5524168409025151","32.587500000000006","-0.3277451752929387","0.5407364330301839","713"
"84","3.5","3","false","80","40","true","false","0","undirected","0.15","80","2.088235294117647","2.3333333333333335","0.5177108048301595","1.9300632911392406","0.5234743709764565","36.7375","1.0816916385248225","-0.5841035745636182","619"
"85","3.5","3","false","80","40","true","false","7","undirected","0.05","74","3.236842105263158","3.25","0.457892631537129","1.7860759493670886","0.5651722926542098","31.049999999999983","1.7278826569943821","-0.3518094363801597","817"
"91","3.5","5","false","80","10","true","false","0","undirected","0.05","68","2.3157894736842106","2.75","0.4603136961730849","1.9575949367088608","0.5186811021217416","37.824999999999996","-0.4193492372809541","-0.4249723279861223","612"
"93","3.5","5","false","80","10","true","false","0","undirected","0.15","65","2.4558823529411766","2.8333333333333335","0.5053171668182689","2.232594936708861","0.4529408908164051","48.687499999999964","0.37618152729376086","-0.39893141521476594","359"
"92","3.5","5","false","80","10","true","false","0","undirected","0.1","68","2.4444444444444446","2.125","0.504451495168898","1.9177215189873418","0.5271943993382137","36.250000000000014","1.6714297879364213","-0.8760667673683976","610"
"83","3.5","3","false","80","40","true","false","0","undirected","0.1","81","1.9444444444444444","2.625","0.5446196917693366","1.9056962025316455","0.5311663440165427","35.775","2.180815065200503","0.20902066334984415","629"
"89","3.5","3","false","80","40","true","false","7","undirected","0.1","71","2.9444444444444446","2.875","0.462895319533439","1.7863924050632911","0.5643356064343664","31.062500000000007","0.33620761071208316","0.27389648116464216","786"
"90","3.5","3","false","80","40","true","false","7","undirected","0.15","71","3.2058823529411766","3.25","0.49443138641008233","1.8806962025316456","0.535544850226349","34.7875","-0.5057443087409397","-0.9250103041622932","631"
"87","3.5","3","false","80","40","true","false","7","undirected","0.15","75","3.1176470588235294","3","0.4839749829469239","1.879746835443038","0.5378864656225956","34.74999999999999","0.06815309280936814","-0.3630221167968479","658"
"88","3.5","3","false","80","40","true","false","7","undirected","0.05","72","3.1578947368421053","4","0.4718981642079503","1.8205696202531645","0.5537563803247454","32.41250000000001","-0.1402451752929385","0.30323643303018366","720"
"86","3.5","3","false","80","40","true","false","7","undirected","0.1","75","3.236111111111111","3.75","0.4961743488602206","1.785126582278481","0.5651141513348383","31.012500000000006","0.4052536258667384","-1.0651171472963568","776"
"84","3.5","3","false","80","40","true","false","0","undirected","0.15","81","1.7941176470588236","2.0833333333333335","0.5234183551900677","1.9256329113924051","0.5246143496431594","36.5625","0.8441916385248225","-0.5341035745636182","622"
"85","3.5","3","false","80","40","true","false","7","undirected","0.05","75","3.3421052631578947","2.75","0.4605104866229882","1.7813291139240506","0.5666822296857565","30.862500000000004","1.8528826569943824","-0.5893094363801594","825"
"93","3.5","5","false","80","10","true","false","0","undirected","0.15","66","2.985294117647059","3.4166666666666665","0.5053171668182685","2.232594936708861","0.4529408908164049","48.68749999999997","0.30118152729376074","-0.498931415214766","359"
"91","3.5","5","false","80","10","true","false","0","undirected","0.05","69","2.263157894736842","1.5","0.4623031237162115","1.9481012658227848","0.5210517999967393","37.45000000000001","-0.6068492372809539","-0.524972327986122","617"
"83","3.5","3","false","80","40","true","false","0","undirected","0.1","82","2.0833333333333335","2.25","0.5472033781350608","1.9031645569620252","0.5319265205070363","35.67499999999999","2.0433150652005034","0.2590206633498438","632"
"92","3.5","5","false","80","10","true","false","0","undirected","0.1","69","2.3194444444444446","2.375","0.5034659077966828","1.9123417721518987","0.5286863745759861","36.03750000000002","1.6964297879364225","-0.9510667673683972","616"
"89","3.5","3","false","80","40","true","false","7","undirected","0.1","72","3.3333333333333335","3.25","0.4633999753852196","1.7816455696202531","0.5658729642008288","30.875","0.4112076107120829","0.3863964811646417","794"
"90","3.5","3","false","80","40","true","false","7","undirected","0.15","72","3.0441176470588234","3.3333333333333335","0.49173154797491697","1.8765822784810127","0.5367629938033482","34.625","-0.5182443087409394","-0.7500103041622932","638"
"87","3.5","3","false","80","40","true","false","7","undirected","0.15","76","2.764705882352941","3.0833333333333335","0.48822153421954007","1.875","0.5393409992622666","34.5625","0.16815309280936802","-0.32552211679684817","666"
"88","3.5","3","false","80","40","true","false","7","undirected","0.05","73","3.013157894736842","4","0.4722126608810672","1.8183544303797468","0.5544701748842784","32.32499999999998","-0.09024517529293878","0.2907364330301839","725"
"86","3.5","3","false","80","40","true","false","7","undirected","0.1","76","2.7083333333333335","2.5","0.4963173981378948","1.7816455696202531","0.5662237629341167","30.874999999999993","0.45525362586673823","-1.2151171472963567","783"
"85","3.5","3","false","80","40","true","false","7","undirected","0.05","76","3.210526315789474","3.25","0.462690871356317","1.7772151898734176","0.5680504799861585","30.700000000000017","1.9278826569943823","-0.9393094363801598","835"
"84","3.5","3","false","80","40","true","false","0","undirected","0.15","82","2.338235294117647","2","0.523158025306351","1.9253164556962026","0.5247066949633594","36.55","0.7691916385248225","-0.5841035745636185","623"
"93","3.5","5","false","80","10","true","false","0","undirected","0.15","67","2.5","2.75","0.5106855097641374","2.2158227848101264","0.4564441516213549","48.02500000000002","0.31368152729376064","-0.4739314152147661","367"
"91","3.5","5","false","80","10","true","false","0","undirected","0.05","70","2.3947368421052633","3.5","0.4741808501219623","1.9363924050632912","0.5240846117865856","36.98749999999999","-0.7193492372809537","-0.6124723279861224","622"
"83","3.5","3","false","80","40","true","false","0","undirected","0.1","83","1.9861111111111112","2.375","0.5496843411234142","1.8930379746835444","0.5345411422249152","35.27500000000002","1.9683150652005037","0.4215206633498438","639"
"92","3.5","5","false","80","10","true","false","0","undirected","0.1","70","2.5694444444444446","2.125","0.5029380239182286","1.9079113924050632","0.529923335929096","35.8625","1.721429787936422","-0.9510667673683976","620"
"72","3.5","1","false","80","40","true","false","7","undirected","0.15","82","3.176470588235294","2.8333333333333335","0.6075765618951977","2.140506329113924","0.47439184221759617","45.05000000000001","-2.7187879415991443","1.390208381090492","583"
"89","3.5","3","false","80","40","true","false","7","undirected","0.1","73","2.9305555555555554","2.875","0.46567429062142446","1.7787974683544303","0.5668830079259586","30.762500000000006","0.386207610712083","0.2863964811646418","802"
"90","3.5","3","false","80","40","true","false","7","undirected","0.15","73","3.3823529411764706","3","0.49112336662696643","1.8712025316455696","0.5383150256295244","34.412500000000016","-0.30574430874093944","-0.5125103041622932","642"
"87","3.5","3","false","80","40","true","false","7","undirected","0.15","77","2.838235294117647","2.8333333333333335","0.4971230297054082","1.865506329113924","0.5419390028571212","34.187499999999986","-0.04434690719063208","-0.2880221167968481","673"
"88","3.5","3","false","80","40","true","false","7","undirected","0.05","74","2.8815789473684212","4","0.47762648175884365","1.8142405063291138","0.5558300951423928","32.1625","-0.15274517529293835","0.17823643303018408","735"
"93","3.5","5","false","80","10","true","false","0","undirected","0.15","68","2.823529411764706","3.25","0.5106855097641374","2.2158227848101264","0.45644415162135504","48.02500000000002","0.30118152729376085","-0.5364314152147666","367"
"85","3.5","3","false","80","40","true","false","7","undirected","0.05","77","3.0921052631578947","2.75","0.4604429380584529","1.770886075949367","0.5700065291367864","30.449999999999996","1.765382656994382","-1.1518094363801599","846"
"86","3.5","3","false","80","40","true","false","7","undirected","0.1","77","2.986111111111111","2.875","0.5007206224742695","1.7787974683544303","0.5672096036185489","30.7625","0.39275362586673856","-1.390117147296357","791"
"84","3.5","3","false","80","40","true","false","0","undirected","0.15","83","1.838235294117647","2.4166666666666665","0.5237179405846887","1.9246835443037975","0.5249029797582272","36.525","0.8441916385248224","-0.7091035745636182","624"
"91","3.5","5","false","80","10","true","false","0","undirected","0.05","71","2.25","1.75","0.47640349371838","1.9240506329113924","0.5271291658657768","36.499999999999986","-1.069349237280954","-0.749972327986122","628"
"83","3.5","3","false","80","40","true","false","0","undirected","0.1","84","1.8333333333333333","2.625","0.5495523206626929","1.8895569620253165","0.5356043226390304","35.137499999999996","2.1808150652005036","0.3590206633498441","647"
"92","3.5","5","false","80","10","true","false","0","undirected","0.1","71","2.111111111111111","2.375","0.5035816956638397","1.9018987341772151","0.531627853161661","35.62500000000001","1.7964297879364224","-0.888566767368397","627"
"89","3.5","3","false","80","40","true","false","7","undirected","0.1","74","3.2916666666666665","3.25","0.4679536354535233","1.77626582278481","0.5677790228165853","30.662500000000005","0.28620761071208295","0.1613964811646416","809"
"90","3.5","3","false","80","40","true","false","7","undirected","0.15","74","3.1911764705882355","3.25","0.49112336662696654","1.8712025316455696","0.5383150256295246","34.41250000000001","-0.26824430874093924","-0.6125103041622931","642"
"87","3.5","3","false","80","40","true","false","7","undirected","0.15","78","3.1176470588235294","2.4166666666666665","0.5009460455927317","1.860759493670886","0.5434417227323366","34","-0.006846907190632056","-0.3005221167968483","681"
"88","3.5","3","false","80","40","true","false","7","undirected","0.05","75","3.026315789473684","4","0.4835622312469462","1.8066455696202532","0.5583369589709835","31.86250000000002","-0.22774517529293853","0.20323643303018374","751"
"93","3.5","5","false","80","10","true","false","0","undirected","0.15","69","2.588235294117647","3","0.5139706733832543","2.204113924050633","0.4588885915254501","47.562500000000014","0.26368152729376104","-0.7489314152147658","373"
"85","3.5","3","false","80","40","true","false","7","undirected","0.05","78","3.460526315789474","3.25","0.4604382256424254","1.7677215189873419","0.5711328468951651","30.32500000000001","1.702882656994382","-1.4768094363801594","855"
"84","3.5","3","false","80","40","true","false","0","undirected","0.15","84","2.1470588235294117","2.25","0.5240173108676764","1.9231012658227848","0.5253872052474476","36.46250000000002","0.6191916385248224","-0.7216035745636183","627"
"86","3.5","3","false","80","40","true","false","7","undirected","0.1","78","2.8194444444444446","2.625","0.49364642357665894","1.7743670886075948","0.5685822619584854","30.587499999999995","0.45525362586673845","-1.427617147296357","798"
"91","3.5","5","false","80","10","true","false","0","undirected","0.05","72","2.4078947368421053","2.5","0.4852570619157574","1.9177215189873418","0.5288384442004036","36.250000000000014","-1.4068492372809538","-0.687472327986122","635"
"83","3.5","3","false","80","40","true","false","0","undirected","0.1","85","1.9305555555555556","2.25","0.550143737107955","1.8870253164556963","0.5363325531917611","35.037499999999994","2.193315065200504","0.30902066334984385","650"
"92","3.5","5","false","80","10","true","false","0","undirected","0.1","72","2.638888888888889","2.125","0.5028646526900326","1.900632911392405","0.5319905315906208","35.575","1.9214297879364217","-0.9760667673683967","629"
"89","3.5","3","false","80","40","true","false","7","undirected","0.1","75","2.986111111111111","2.875","0.47042693051136303","1.7727848101265822","0.5689567860156063","30.525000000000006","0.5112076107120831","0.08639648116464187","818"
"90","3.5","3","false","80","40","true","false","7","undirected","0.15","75","3.3823529411764706","3.6666666666666665","0.49161904878505663","1.865506329113924","0.5401048011625799","34.1875","-0.04324430874093954","-0.42501030416229335","650"
"87","3.5","3","false","80","40","true","false","7","undirected","0.15","79","2.7941176470588234","3.3333333333333335","0.502635083746965","1.8522151898734178","0.5457624203419347","33.66250000000001","0.04315309280936801","-0.2880221167968483","688"
"93","3.5","5","false","80","10","true","false","0","undirected","0.15","70","2.8088235294117645","3.1666666666666665","0.515299834925373","2.19746835443038","0.46029829446622006","47.300000000000004","0.08868152729376089","-0.786431415214766","375"
"88","3.5","3","false","80","40","true","false","7","undirected","0.05","76","2.8289473684210527","4","0.4839156200266929","1.8037974683544304","0.5592410581427534","31.750000000000007","-0.12774517529293838","0.16573643303018387","757"
"91","3.5","5","false","80","10","true","false","0","undirected","0.05","73","2.223684210526316","2.5","0.4878858224995913","1.9129746835443038","0.530125604511482","36.06249999999999","-1.6193492372809533","-0.5874723279861225","641"
"85","3.5","3","false","80","40","true","false","7","undirected","0.05","79","3.1052631578947367","2.75","0.466515842820725","1.7617088607594937","0.5732056344530715","30.0875","1.7028826569943818","-1.6018094363801598","869"
"84","3.5","3","false","80","40","true","false","0","undirected","0.15","85","1.7058823529411764","1.75","0.5312930030992354","1.9183544303797468","0.5268110537771525","36.27499999999999","0.681691638524822","-0.6591035745636177","635"
"86","3.5","3","false","80","40","true","false","7","undirected","0.1","79","2.9583333333333335","3.625","0.496879458876719","1.770886075949367","0.5697643736721856","30.450000000000006","0.41775362586673814","-1.3901171472963572","805"
"72","3.5","1","false","80","40","true","false","7","undirected","0.15","83","3.1470588235294117","2.6666666666666665","0.6097662472098833","2.1395569620253165","0.4745758707337459","45.0125","-2.7562879415991444","1.2402083810904925","584"
"83","3.5","3","false","80","40","true","false","0","undirected","0.1","86","2.0416666666666665","2.375","0.5445193522687506","1.8816455696202532","0.5379053026050411","34.82499999999999","2.4558150652005035","0.1590206633498438","659"
"92","3.5","5","false","80","10","true","false","0","undirected","0.1","73","2.2083333333333335","2.375","0.5055872997690918","1.8990506329113923","0.5325023391677574","35.512499999999974","1.8589297879364213","-1.1510667673683972","632"
"90","3.5","3","false","80","40","true","false","7","undirected","0.15","76","3.2205882352941178","3","0.49159862834730605","1.8594936708860759","0.5417904553904295","33.95","0.044255691259060634","-0.587510304162293","656"
"89","3.5","3","false","80","40","true","false","7","undirected","0.1","76","3.0277777777777777","2.75","0.468545725179674","1.7617088607594937","0.5721251070716925","30.087500000000013","0.3862076107120833","0.08639648116464152","828"
"87","3.5","3","false","80","40","true","false","7","undirected","0.15","80","3.014705882352941","2.5833333333333335","0.5024655073006123","1.8518987341772153","0.5458731775043754","33.650000000000006","0.05565309280936796","-0.28802211679684797","689"
"93","3.5","5","false","80","10","true","false","0","undirected","0.15","71","2.5441176470588234","2.8333333333333335","0.5210072423785967","2.186392405063291","0.46261833235959415","46.86249999999999","0.13868152729376054","-0.6364314152147663","380"
"91","3.5","5","false","80","10","true","false","0","undirected","0.05","74","2.3421052631578947","2.75","0.48934166573201143","1.9088607594936708","0.5312732438938783","35.900000000000006","-1.7068492372809536","-0.574972327986122","646"
"88","3.5","3","false","80","40","true","false","7","undirected","0.05","77","3.0526315789473686","4","0.4847910080156253","1.7977848101265823","0.561104881930542","31.512500000000006","-0.17774517529293812","0.21573643303018386","768"
"86","3.5","3","false","80","40","true","false","7","undirected","0.1","80","3.0277777777777777","1.75","0.49770036433890485","1.7667721518987343","0.5711053642795638","30.287499999999987","0.44275362586673833","-1.3651171472963568","813"
"85","3.5","3","false","80","40","true","false","7","undirected","0.05","80","3.3026315789473686","3.25","0.4686494721111073","1.7585443037974684","0.5743422601041651","29.962499999999995","1.590382656994382","-1.6268094363801595","878"
"84","3.5","3","false","80","40","true","false","0","undirected","0.15","86","2.3676470588235294","2.4166666666666665","0.5326666691922766","1.9113924050632911","0.5285747550750417","36.000000000000014","0.6566916385248227","-0.6091035745636185","639"
"83","3.5","3","false","80","40","true","false","0","undirected","0.1","87","2.0416666666666665","2.625","0.545928922705524","1.8800632911392405","0.5384676841259075","34.7625","2.280815065200504","0.23402066334984434","663"
"92","3.5","5","false","80","10","true","false","0","undirected","0.1","74","2.486111111111111","2.125","0.49825165551848577","1.8889240506329115","0.5346738784358793","35.11249999999999","1.758929787936422","-1.2510667673683986","634"
"90","3.5","3","false","80","40","true","false","7","undirected","0.15","77","3.176470588235294","3.25","0.4913175041085019","1.8474683544303798","0.5452827414813217","33.47500000000001","0.24425569125906063","-0.475010304162293","666"
"87","3.5","3","false","80","40","true","false","7","undirected","0.15","81","3.0588235294117645","3","0.5039290947811771","1.8477848101265824","0.5470274247446787","33.48749999999998","0.13065309280936807","-0.4005221167968481","693"
"89","3.5","3","false","80","40","true","false","7","undirected","0.1","77","2.875","2.875","0.47239037067193157","1.759493670886076","0.5729061083624968","30","0.3487076107120831","0.07389648116464179","834"
"93","3.5","5","false","80","10","true","false","0","undirected","0.15","72","2.9558823529411766","3.4166666666666665","0.5226186440958097","2.179746835443038","0.46399364615724814","46.6","0.2261815272937608","-0.6864314152147658","381"
"91","3.5","5","false","80","10","true","false","0","undirected","0.05","75","2.3421052631578947","1.5","0.4925345856571662","1.9069620253164556","0.5318493115277375","35.824999999999996","-1.7943492372809537","-0.4124723279861221","649"
"86","3.5","3","false","80","40","true","false","7","undirected","0.1","81","3.1527777777777777","3.75","0.49995541893782125","1.7632911392405064","0.5723227753154444","30.150000000000006","0.4302536258667381","-1.3276171472963572","823"
"88","3.5","3","false","80","40","true","false","7","undirected","0.05","78","3.1447368421052633","4","0.4887957739385179","1.7936708860759494","0.562453639696273","31.349999999999987","-0.25274517529293844","0.07823643303018364","778"
"84","3.5","3","false","80","40","true","false","0","undirected","0.15","87","1.8970588235294117","2.3333333333333335","0.5362710167506537","1.9069620253164556","0.5298400683940907","35.825","0.6691916385248222","-0.5841035745636182","643"
"85","3.5","3","false","80","40","true","false","7","undirected","0.05","81","3.3421052631578947","2.75","0.4733410414689049","1.7566455696202532","0.5750529323867365","29.887499999999996","1.4153826569943817","-1.6893094363801595","884"
"92","3.5","5","false","80","10","true","false","0","undirected","0.1","75","2.3055555555555554","2.375","0.49790928523473976","1.8794303797468355","0.5372326949410687","34.73750000000001","1.6214297879364217","-1.376066767368397","644"
"83","3.5","3","false","80","40","true","false","0","undirected","0.1","88","1.8194444444444444","2.25","0.5477845245735782","1.875","0.5399890450101044","34.5625","2.330815065200504","0.07152066334984375","669"
"90","3.5","3","false","80","40","true","false","7","undirected","0.15","78","3.073529411764706","3.3333333333333335","0.4893400807159877","1.8420886075949368","0.546900479463923","33.26249999999998","0.20675569125906046","-0.5625103041622932","675"
"87","3.5","3","false","80","40","true","false","7","undirected","0.15","82","3.1176470588235294","3.0833333333333335","0.505588735584136","1.8471518987341773","0.5472400500536245","33.46249999999999","0.1681530928093678","-0.46302211679684807","695"
"89","3.5","3","false","80","40","true","false","7","undirected","0.1","78","3.3472222222222223","2.75","0.4760955454638266","1.754113924050633","0.5746156288041367","29.787499999999987","0.536207610712083","0.14889648116464177","843"
"72","3.5","1","false","80","40","true","false","7","undirected","0.15","84","3.2058823529411766","2.5","0.6095382538800043","2.1354430379746834","0.4756183674882436","44.84999999999999","-2.7687879415991445","1.2527083810904922","587"
"93","3.5","5","false","80","10","true","false","0","undirected","0.15","73","2.411764705882353","2.75","0.5238358440212142","2.1753164556962026","0.46497589146626817","46.42500000000002","0.06368152729376086","-0.586431415214766","384"
"91","3.5","5","false","80","10","true","false","0","undirected","0.05","76","2.3684210526315788","3.5","0.49336265668926443","1.905379746835443","0.5323375729881141","35.7625","-1.8193492372809537","-0.26247232798612263","652"
"88","3.5","3","false","80","40","true","false","7","undirected","0.05","79","3","4","0.4890662005840107","1.7876582278481012","0.564348113477922","31.112500000000004","-0.2777451752929385","0.053236433030183904","790"
"85","3.5","3","false","80","40","true","false","7","undirected","0.05","82","3.210526315789474","3.25","0.4735806689119289","1.7531645569620253","0.5760534781804557","29.75","1.2653826569943818","-1.7268094363801603","888"
"86","3.5","3","false","80","40","true","false","7","undirected","0.1","82","2.9027777777777777","2.5","0.501521139435896","1.7620253164556963","0.5727920206238395","30.099999999999994","0.6927536258667382","-1.1651171472963573","827"
"84","3.5","3","false","80","40","true","false","0","undirected","0.15","88","2.0588235294117645","1.9166666666666667","0.5369827613838593","1.8993670886075948","0.5317895814413248","35.52499999999999","0.7441916385248225","-0.5466035745636185","646"
"92","3.5","5","false","80","10","true","false","0","undirected","0.1","76","2.5277777777777777","2.125","0.5009946233082628","1.8762658227848101","0.5381823991131899","34.61250000000001","1.758929787936422","-1.588566767368397","649"
"83","3.5","3","false","80","40","true","false","0","undirected","0.1","89","1.8888888888888888","2.375","0.5488835270784778","1.8699367088607595","0.5413630884140035","34.36250000000002","2.193315065200504","0.18402066334984407","675"
"90","3.5","3","false","80","40","true","false","7","undirected","0.15","79","3.0441176470588234","3","0.48805004305675403","1.8363924050632912","0.548593559477131","33.0375","0.33175569125906035","-0.6750103041622932","681"
"87","3.5","3","false","80","40","true","false","7","undirected","0.15","83","3.014705882352941","2.8333333333333335","0.5045151307278597","1.8430379746835444","0.5483807012118567","33.3","0.38065309280936804","-0.3255221167968482","700"
"93","3.5","5","false","80","10","true","false","0","undirected","0.15","74","2.8529411764705883","3.25","0.5263560512820462","2.1699367088607593","0.46618916878826944","46.21250000000001","0.013681527293760664","-0.6114314152147655","386"
"89","3.5","3","false","80","40","true","false","7","undirected","0.1","79","2.9305555555555554","2.875","0.4786308430168133","1.750632911392405","0.5757399916754329","29.650000000000013","0.5737076107120831","0.048896481164641716","848"
"91","3.5","5","false","80","10","true","false","0","undirected","0.05","77","2.1710526315789473","1.75","0.5011820544686689","1.90126582278481","0.5336084362763572","35.6","-1.894349237280954","-0.08747232798612233","659"
"84","3.5","3","false","80","40","true","false","0","undirected","0.15","89","1.7352941176470589","2.1666666666666665","0.5366754485376137","1.8943037974683545","0.5331369157649437","35.324999999999996","0.5566916385248224","-0.48410357456361836","652"
"86","3.5","3","false","80","40","true","false","7","undirected","0.1","83","3.111111111111111","3.375","0.505061254910623","1.7579113924050633","0.5742616069149531","29.937500000000018","0.5052536258667384","-1.390117147296357","839"
"92","3.5","5","false","80","10","true","false","0","undirected","0.1","77","2.125","2.375","0.5044663853192927","1.8705696202531645","0.5397934599327835","34.387499999999996","1.7839297879364218","-1.3635667673683973","654"
"88","3.5","3","false","80","40","true","false","7","undirected","0.05","80","2.8289473684210527","4","0.491372015055333","1.7841772151898734","0.5654304312277918","30.975000000000005","-0.21524517529293846","0.0032364330301839495","797"
"83","3.5","3","false","80","40","true","false","0","undirected","0.1","90","2.0972222222222223","2.625","0.5488835270784778","1.8699367088607595","0.5413630884140036","34.362500000000004","2.2058150652005035","-0.05347933665015607","675"
"85","3.5","3","false","80","40","true","false","7","undirected","0.05","83","3.25","2.75","0.47825105933979584","1.750632911392405","0.5769772384291276","29.649999999999988","1.090382656994382","-1.8143094363801597","896"
"94","3.5","5","false","80","10","true","false","7","undirected","0.05","0","2.776315789473684","2.5","0.20791666666666667","0","0.38932176925620976","9.7875","0","0","72"
"90","3.5","3","false","80","40","true","false","7","undirected","0.15","80","2.9558823529411766","3.25","0.48468959177568155","1.834493670886076","0.5491596205973306","32.96249999999999","0.16925569125906054","-0.6250103041622934","685"
"87","3.5","3","false","80","40","true","false","7","undirected","0.15","84","3.2058823529411766","2.4166666666666665","0.5067961632561805","1.8414556962025317","0.5488884024361506","33.23750000000001","0.3931530928093684","-0.4005221167968481","703"
"93","3.5","5","false","80","10","true","false","0","undirected","0.15","75","2.676470588235294","3","0.5253785382662037","2.168354430379747","0.46653141043958757","46.14999999999999","0.07618152729376124","-0.5239314152147663","388"
"89","3.5","3","false","80","40","true","false","7","undirected","0.1","80","3.125","2.75","0.4811562593007447","1.7481012658227848","0.5766170937531003","29.55","0.5737076107120834","-0.026103518835358396","855"
"91","3.5","5","false","80","10","true","false","0","undirected","0.05","78","2.4342105263157894","2.5","0.5003329812763384","1.8920886075949368","0.5361220619559747","35.23749999999999","-1.831849237280954","0.20002767201387797","670"
"84","3.5","3","false","80","40","true","false","0","undirected","0.15","90","2.426470588235294","2.3333333333333335","0.5329134241080047","1.8930379746835444","0.5334984446195364","35.275000000000006","0.45669163852482253","-0.4341035745636185","655"
"88","3.5","3","false","80","40","true","false","7","undirected","0.05","81","2.9473684210526314","4","0.491219691641893","1.780379746835443","0.5665914807571646","30.825000000000006","-0.0027451752929382955","-0.071763566969816","804"
"92","3.5","5","false","80","10","true","false","0","undirected","0.1","78","2.6805555555555554","2.125","0.5008358554803191","1.8645569620253164","0.5414188063932375","34.14999999999999","1.496429787936422","-1.388566767368397","658"
"95","3.5","5","false","80","10","true","false","7","undirected","0.1","0","2.888888888888889","2.375","0.14750000000000002","0","0.3441166381121041","13.9","0","0","69"
"86","3.5","3","false","80","40","true","false","7","undirected","0.1","84","3.0694444444444446","2.625","0.5080211109107966","1.754746835443038","0.575344186964191","29.8125","0.43025362586673854","-1.2151171472963571","846"
"85","3.5","3","false","80","40","true","false","7","undirected","0.05","84","3.1710526315789473","3.25","0.48127721800969814","1.745886075949367","0.5785477354040485","29.462500000000006","0.8278826569943817","-1.7893094363801587","906"
"94","3.5","5","false","80","10","true","false","7","undirected","0.05","1","3.3289473684210527","3.75","0.23125","false","0.2143982266536859","158.225","-0.11624789564718156","-0.707624356715353","98"
"72","3.5","1","false","80","40","true","false","7","undirected","0.15","85","3.1911764705882355","2.8333333333333335","0.6112510669773157","2.133544303797468","0.47597531266066395","44.77500000000002","-2.7562879415991453","1.2277083810904919","590"
"90","3.5","3","false","80","40","true","false","7","undirected","0.15","81","3.2205882352941178","3.6666666666666665","0.49066338915945773","1.8253164556962025","0.5519274518704058","32.60000000000001","0.21925569125906072","-0.6125103041622932","694"
"87","3.5","3","false","80","40","true","false","7","undirected","0.15","85","2.985294117647059","3.3333333333333335","0.5090885867622286","1.8401898734177216","0.5493055592291294","33.187500000000014","0.45565309280936805","-0.20052211679684792","707"
"93","3.5","5","false","80","10","true","false","0","undirected","0.15","76","2.7794117647058822","3.1666666666666665","0.5282295138053783","2.161392405063291","0.46798448263120485","45.87500000000001","0.13868152729376088","-0.29893141521476585","390"
"89","3.5","3","false","80","40","true","false","7","undirected","0.1","81","3.263888888888889","2.875","0.48830219927396745","1.7439873417721519","0.5780674634968748","29.387499999999996","0.5987076107120838","-0.038603518835358355","865"
"91","3.5","5","false","80","10","true","false","0","undirected","0.05","79","2.3026315789473686","2.5","0.5022574916935263","1.880379746835443","0.5390848265864234","34.775","-1.8193492372809537","0.4875276720138776","676"
"92","3.5","5","false","80","10","true","false","0","undirected","0.1","79","2.1944444444444446","2.375","0.5020936387668289","1.8582278481012657","0.5432799235289344","33.90000000000001","1.4214297879364222","-1.3510667673683971","665"
"94","3.5","5","false","80","10","true","false","7","undirected","0.05","2","3.1842105263157894","3","0.28666666666666674","false","0.21510465519673733","124.28749999999998","-0.24381040958275033","-0.7054129291425562","114"
"95","3.5","5","false","80","10","true","false","7","undirected","0.1","1","2.9583333333333335","3.25","0.21500000000000002","false","0.21326820710466138","117.5","0.25494977039757527","-0.7092127313820339","100"
"86","3.5","3","false","80","40","true","false","7","undirected","0.1","85","3.1805555555555554","3.625","0.5116397729255686","1.7509493670886076","0.5767152840811567","29.662499999999994","0.24275362586673827","-1.277617147296357","857"
"88","3.5","3","false","80","40","true","false","7","undirected","0.05","82","3.1184210526315788","4","0.49549450508144394","1.7778481012658227","0.567422943183026","30.724999999999987","-0.09024517529293821","-0.10926356696981607","809"
"85","3.5","3","false","80","40","true","false","7","undirected","0.05","85","3.1184210526315788","2.75","0.4826174300564639","1.7436708860759493","0.5792125279402377","29.375000000000007","0.590382656994382","-1.83930943638016","909"
