BehaviorSpace results (NetLogo 6.2.2),,,,,,,,,,,,,,,,,
CA_5-STATES_NETWORK_CLEAN_54_PERFEITO_SAVE_Block_Arduino_24_PERFECT_DOC_BREED_aligned_BEHAVIOR_work.nlogo,,,,,,,,,,,,,,,,,
experiment,,,,,,,,,,,,,,,,,
06/29/2022 20:38:59:599 -0300,,,,,,,,,,,,,,,,,
min-pxcor,max-pxcor,min-pycor,max-pycor,,,,,,,,,,,,,,
-16,16,-16,16,,,,,,,,,,,,,,
[run number],radius-of-interaction,movement-steps,load-graphml,N-turtles,percentage-unhappy,clear-before-generating,arduino-on,mutated,links-to-use,frac-providers,step,mood_clients,mood_providers,cluster_coef,paths,closeness,betweenness
15,1.5,3,false,80,10,true,false,0,undirected,0.15,129,2.4411764705882355,2,0.29449153239691167,false,0.35848806483060863,47.1375
23,1.5,3,false,80,40,true,false,0,undirected,0.05,123,1.8289473684210527,9,0.3482822592139542,false,0.37561945368213256,48.65000000000002
19,1.5,3,false,80,30,true,false,0,undirected,0.05,126,2.289473684210526,4.75,0.2412003770653151,false,0.39169987445289606,37.61250000000002
18,1.5,3,false,80,20,true,false,0,undirected,0.15,127,1.8823529411764706,2.25,0.23574157427969347,false,0.36298073081396015,45.17500000000001
20,1.5,3,false,80,30,true,false,0,undirected,0.05,126,2.1710526315789473,4,0.2187329418947066,false,0.3258138769468924,45.199999999999996
14,1.5,3,false,80,10,true,false,0,undirected,0.05,130,2.6578947368421053,2.25,0.2455213187440355,false,0.36037743303164527,35.6375
16,1.5,3,false,80,20,true,false,0,undirected,0.05,128,2.0657894736842106,1,0.26049259907619043,false,0.3677287754040489,44.23750000000001
17,1.5,3,false,80,20,true,false,0,undirected,0.05,127,2.1447368421052633,0.75,0.2531367542493588,false,0.38255609834107684,34475
22,1.5,3,false,80,40,true,false,0,undirected,0.05,125,1.4473684210526316,7.5,0.2675644480433566,false,0.39433516192859225,53.60000000000001
13,1.5,3,false,80,10,true,false,0,undirected,0.05,129,2.1315789473684212,2.25,0.373939372797227,false,0.39352497301660494,49.32500000000003
15,1.5,3,false,80,10,true,false,0,undirected,0.15,130,2.6470588235294117,2,0.29399251548245353,false,0.3592138068607502,46975
21,1.5,3,false,80,30,true,false,0,undirected,0.15,126,2,4.166666666666667,0.3048335285211042,false,0.38979060727097187,46.05000000000001
23,1.5,3,false,80,40,true,false,0,undirected,0.05,124,1.894736842105263,3,0.35272164894359154,false,0.3769994408192935,48325
19,1.5,3,false,80,30,true,false,0,undirected,0.05,127,1.763157894736842,6,0.24120037706531505,false,0.39169987445289606,37.612500000000004
24,1.5,3,false,80,40,true,false,0,undirected,0.15,50,1.7205882352941178,3.4166666666666665,0.232630772005772,false,0.2537338424281969,56275
18,1.5,3,false,80,20,true,false,0,undirected,0.15,128,2.2058823529411766,2.0833333333333335,0.2357415742796935,false,0.36298073081396015,45.17500000000001
20,1.5,3,false,80,30,true,false,0,undirected,0.05,127,1.881578947368421,4.75,0.21496251705810532,false,0.32678031960656717,44.99999999999999
14,1.5,3,false,80,10,true,false,0,undirected,0.05,131,2.3947368421052633,1.5,0.2476294997357304,false,0.3631325789579386,35.13749999999999
16,1.5,3,false,80,20,true,false,0,undirected,0.05,129,1.881578947368421,1.5,0.26080537550255034,false,0.3686546516242666,44.06249999999999
17,1.5,3,false,80,20,true,false,0,undirected,0.05,128,2.25,0.75,0.2538160093453278,false,0.3834902394010331,34325
22,1.5,3,false,80,40,true,false,0,undirected,0.05,126,2.013157894736842,5.25,0.27566180926411943,false,0.3956779691838582,53.3
13,1.5,3,false,80,10,true,false,0,undirected,0.05,130,2.539473684210526,2.25,0.3735864648356234,false,0.3966463429494422,51.137499999999996
15,1.5,3,false,80,10,true,false,0,undirected,0.15,131,2.3088235294117645,2.1666666666666665,0.29663757059074386,false,0.3593730046990076,46.95
21,1.5,3,false,80,30,true,false,0,undirected,0.15,127,1.4558823529411764,4.416666666666667,0.2986002328312868,false,0.39540808766561275,47.23750000000001
23,1.5,3,false,80,40,true,false,0,undirected,0.05,125,1.75,7.25,0.3543188711658139,false,0.3774719919854458,48.23749999999998
19,1.5,3,false,80,30,true,false,0,undirected,0.05,128,2.026315789473684,3.75,0.2400297421446802,false,0.3935187509844866,37.287499999999994
18,1.5,3,false,80,20,true,false,0,undirected,0.15,129,2.0441176470588234,2.25,0.23738010181496003,false,0.36396650647207063,44.9875
20,1.5,3,false,80,30,true,false,0,undirected,0.05,128,2.0657894736842106,3,0.22317378334599694,false,0.3279010724821935,44.75
14,1.5,3,false,80,10,true,false,0,undirected,0.05,132,2.776315789473684,2.5,0.2522962745244091,false,0.36444489930060114,34.9
16,1.5,3,false,80,20,true,false,0,undirected,0.05,130,2.25,1.75,0.26080537550255034,false,0.3686546516242667,44.06249999999999
24,1.5,3,false,80,40,true,false,0,undirected,0.15,51,1.6764705882352942,3.5833333333333335,0.232630772005772,false,0.2537338424281969,56.27499999999999
17,1.5,3,false,80,20,true,false,0,undirected,0.05,129,2.026315789473684,0.75,0.26070589678431355,false,0.3852638644358211,34.07500000000002
22,1.5,3,false,80,40,true,false,0,undirected,0.05,127,1.6710526315789473,8.75,0.2756618092641195,false,0.3956779691838582,53.3
15,1.5,3,false,80,10,true,false,0,undirected,0.15,132,2.676470588235294,2.3333333333333335,0.29644631372669294,false,0.36033079314309163,46.7375
13,1.5,3,false,80,10,true,false,0,undirected,0.05,131,2.1052631578947367,2.25,0.37358646483562336,false,0.39664634294944223,51.137499999999996
21,1.5,3,false,80,30,true,false,0,undirected,0.15,128,1.7794117647058822,2.3333333333333335,0.29748821984427387,false,0.39628881336573846,47.05000000000002
23,1.5,3,false,80,40,true,false,0,undirected,0.05,126,2.026315789473684,5.25,0.3540997229464721,false,0.37881614085576953,47.95
19,1.5,3,false,80,30,true,false,0,undirected,0.05,129,1.855263157894737,5.5,0.24156808684091965,false,0.3936890980393625,37.2625
18,1.5,3,false,80,20,true,false,0,undirected,0.15,130,2.2205882352941178,2.9166666666666665,0.2373801018149601,false,0.36396650647207074,44.987500000000004
20,1.5,3,false,80,30,true,false,0,undirected,0.05,129,1.9342105263157894,4.25,0.22317378334599702,false,0.3279010724821936,44.74999999999999
14,1.5,3,false,80,10,true,false,0,undirected,0.05,133,2.3421052631578947,2,0.25143345571267395,false,0.364715487682194,34.85
16,1.5,3,false,80,20,true,false,0,undirected,0.05,131,1.8157894736842106,1.25,0.2648910705092979,false,0.36963697477916907,43.86249999999999
17,1.5,3,false,80,20,true,false,0,undirected,0.05,130,2.5,0.75,0.26353992451621566,false,0.3863876171958208,33.91250000000001
22,1.5,3,false,80,40,true,false,0,undirected,0.05,128,1.8026315789473684,4,0.2762460824470768,false,0.3967185029730855,53.05
13,1.5,3,false,80,10,true,false,0,undirected,0.05,132,2.5789473684210527,2.25,0.3735864648356234,false,0.3966463429494423,51.1375
15,1.5,3,false,80,10,true,false,0,undirected,0.15,133,2.3529411764705883,1.5,0.29728999629541425,false,0.360791549118582,46.63750000000002
23,1.5,3,false,80,40,true,false,0,undirected,0.05,127,1.75,9,0.35409972294647213,false,0.3788161408557694,47.949999999999996
19,1.5,3,false,80,30,true,false,0,undirected,0.05,130,2.1447368421052633,4.75,0.24120823835607125,false,0.394146337996542,37.18750000000001
21,1.5,3,false,80,30,true,false,0,undirected,0.15,129,1.6323529411764706,4,0.2988224079991141,false,0.39656261034462986,47.000000000000014
24,1.5,3,false,80,40,true,false,0,undirected,0.15,52,1.6764705882352942,2.25,0.23081529581529575,false,0.25575516360800854,55675
18,1.5,3,false,80,20,true,false,0,undirected,0.15,131,1.8676470588235294,2.25,0.23700478268964104,false,0.3654709106225399,44.67499999999999
20,1.5,3,false,80,30,true,false,0,undirected,0.05,130,2.0789473684210527,4,0.22286064672771316,false,0.33008350869726416,44.24999999999999
14,1.5,3,false,80,10,true,false,0,undirected,0.05,134,2.6842105263157894,1.75,0.25229223219161295,false,0.3658714497513076,34.6625
16,1.5,3,false,80,20,true,false,0,undirected,0.05,132,2.210526315789474,1,0.264891070509298,false,0.369636974779169,43.8625
17,1.5,3,false,80,20,true,false,0,undirected,0.05,131,2.013157894736842,0.75,0.26448719105102636,false,0.38699852869297974,33825
22,1.5,3,false,80,40,true,false,0,undirected,0.05,129,1.5526315789473684,7.5,0.2762460824470768,false,0.3967185029730857,53.05000000000001
13,1.5,3,false,80,10,true,false,0,undirected,0.05,133,2.0526315789473686,2.25,0.3855396724093722,false,0.3977572335508604,50.89999999999999
15,1.5,3,false,80,10,true,false,0,undirected,0.15,134,2.573529411764706,2.1666666666666665,0.29728999629541425,false,0.360791549118582,46.637499999999996
23,1.5,3,false,80,40,true,false,0,undirected,0.05,128,1.9210526315789473,3,0.3549697152048158,false,0.38116448643640816,47.4625
19,1.5,3,false,80,30,true,false,0,undirected,0.05,131,1.75,6,0.24120823835607114,false,0.3941463379965421,37.18749999999999
21,1.5,3,false,80,30,true,false,0,undirected,0.15,130,1.8235294117647058,4.25,0.311118773913901,false,0.39738315848481803,46.824999999999996
18,1.5,3,false,80,20,true,false,0,undirected,0.15,132,2.3823529411764706,2.0833333333333335,0.23899250991209026,false,0.36600758980044046,44.57499999999998
20,1.5,3,false,80,30,true,false,0,undirected,0.05,131,1.881578947368421,4.75,0.22262255148961807,false,0.3315682112493171,43.9125
14,1.5,3,false,80,10,true,false,0,undirected,0.05,135,2.539473684210526,2.25,0.25250606806334364,false,0.36605271855665117,34.63749999999999
16,1.5,3,false,80,20,true,false,0,undirected,0.05,133,1.894736842105263,1.5,0.26365590657192806,false,0.3706506214828537,43675
24,1.5,3,false,80,40,true,false,0,undirected,0.15,53,1.588235294117647,3.4166666666666665,0.24359307359307353,false,0.2558852972393372,55.63750000000001
17,1.5,3,false,80,20,true,false,0,undirected,0.05,132,2.3552631578947367,0.75,0.26482748556396324,false,0.3870986195690248,33.81250000000001
22,1.5,3,false,80,40,true,false,0,undirected,0.05,130,1.9473684210526316,5.25,0.2762460824470767,false,0.3967185029730857,53.05
13,1.5,3,false,80,10,true,false,0,undirected,0.05,134,2.473684210526316,2.25,0.37603080132521327,false,0.39950649110564795,50.4875
15,1.5,3,false,80,10,true,false,0,undirected,0.15,135,2.4705882352941178,2.5,0.29719745908116657,false,0.3609337104651662,46.6125
23,1.5,3,false,80,40,true,false,0,undirected,0.05,129,1.8026315789473684,7.25,0.35383966469976524,false,0.38129765902042484,47.437499999999986
19,1.5,3,false,80,30,true,false,0,undirected,0.05,132,2.1842105263157894,3.75,0.24221638666201356,false,0.39454412441588427,37.124999999999986
21,1.5,3,false,80,30,true,false,0,undirected,0.15,131,1.411764705882353,4,0.32344960098157016,false,0.3982101230106143,46.650000000000006
18,1.5,3,false,80,20,true,false,0,undirected,0.15,133,1.8823529411764706,2.25,0.23818053260920738,false,0.3663968039291034,44.499999999999986
20,1.5,3,false,80,30,true,false,0,undirected,0.05,132,2.1578947368421053,3,0.21943198345771875,false,0.33487226074782106,43.17500000000001
14,1.5,3,false,80,10,true,false,0,undirected,0.05,136,2.6052631578947367,2.25,0.26052112107784986,false,0.3672494196314363,34.4375
16,1.5,3,false,80,20,true,false,0,undirected,0.05,134,2.0921052631578947,1.75,0.26350021065965334,false,0.3712201853381788,43.57499999999998
17,1.5,3,false,80,20,true,false,0,undirected,0.05,133,2.0526315789473686,0.75,0.264901873320618,false,0.3876761133287241,33.724999999999994
22,1.5,3,false,80,40,true,false,0,undirected,0.05,131,1.631578947368421,8.75,0.2762460824470768,false,0.3967185029730858,53.05
13,1.5,3,false,80,10,true,false,0,undirected,0.05,135,2.25,2.25,0.377919586405503,false,0.40092535506959265,50.22499999999999
15,1.5,3,false,80,10,true,false,0,undirected,0.15,136,2.588235294117647,1.8333333333333333,0.29719745908116657,false,0.3609337104651662,46.61249999999999
23,1.5,3,false,80,40,true,false,0,undirected,0.05,130,1.9473684210526316,5.25,0.35748316376605843,false,0.3832118631668412,46.9625
19,1.5,3,false,80,30,true,false,0,undirected,0.05,133,1.7105263157894737,5.5,0.2404306723762993,false,0.3953248543585571,36.987500000000004
21,1.5,3,false,80,30,true,false,0,undirected,0.15,132,2,2.6666666666666665,0.3163736538705832,false,0.40040102887510703,46.20000000000001
24,1.5,3,false,80,40,true,false,0,undirected,0.15,54,1.8088235294117647,3.4166666666666665,0.24359307359307364,false,0.2558852972393372,55.63750000000001
18,1.5,3,false,80,20,true,false,0,undirected,0.15,134,2.2058823529411766,2.9166666666666665,0.23901320981631247,false,0.36660101951243496,44.4625
20,1.5,3,false,80,30,true,false,0,undirected,0.05,133,1.8421052631578947,4.25,0.2207223877773413,false,0.33516498374858233,43125
14,1.5,3,false,80,10,true,false,0,undirected,0.05,137,2.3684210526315788,1.5,0.26054076628771244,false,0.36768125090772574,34.3625
16,1.5,3,false,80,20,true,false,0,undirected,0.05,135,1.9605263157894737,1.25,0.2646977028604349,false,0.3716688247862973,43.499999999999986
17,1.5,3,false,80,20,true,false,0,undirected,0.05,134,2.3684210526315788,0.75,0.26441165653497906,false,0.3878557980949828,33.7
22,1.5,3,false,80,40,true,false,0,undirected,0.05,132,1.9078947368421053,4,0.27570215233776096,false,0.39703760206514904,52.98749999999999
15,1.5,3,false,80,10,true,false,0,undirected,0.15,137,2.2794117647058822,1.6666666666666667,0.2987067958701085,false,0.3614972613912609,46.49999999999999
13,1.5,3,false,80,10,true,false,0,undirected,0.05,136,2.5,2.25,0.377365718119058,false,0.40127967076683635,50.14999999999999
19,1.5,3,false,80,30,true,false,0,undirected,0.05,134,2.1315789473684212,4.75,0.24043067237629928,false,0.39532485435855697,36.9875
23,1.5,3,false,80,40,true,false,0,undirected,0.05,131,1.7763157894736843,9,0.3576906957421664,false,0.3847338942578443,46.68750000000001
21,1.5,3,false,80,30,true,false,0,undirected,0.15,133,1.4558823529411764,4.083333333333333,0.31986245199234,false,0.40148310923530445,45.987499999999976
18,1.5,3,false,80,20,true,false,0,undirected,0.15,135,2.0441176470588234,2.25,0.24070929262366536,false,0.36741309647770765,44.3
20,1.5,3,false,80,30,true,false,0,undirected,0.05,134,2.0789473684210527,4,0.2218266200174095,false,0.3357633524237138,43.01249999999998
14,1.5,3,false,80,10,true,false,0,undirected,0.05,138,2.8289473684210527,2.5,0.2618608574452649,false,0.368239380018254,34.27499999999999
24,1.5,3,false,80,40,true,false,0,undirected,0.15,55,1.5441176470588236,3.5833333333333335,0.2455275974025974,false,0.26093514650945904,54.2375
16,1.5,3,false,80,20,true,false,0,undirected,0.05,136,2.223684210526316,1,0.26693535888775816,false,0.37235853050722795,43.387499999999996
17,1.5,3,false,80,20,true,false,0,undirected,0.05,135,2.1184210526315788,0.75,0.2653871302571632,false,0.3881728245430787,33.65
22,1.5,3,false,80,40,true,false,0,undirected,0.05,133,1.486842105263158,7.5,0.2778305568438829,false,0.39730457767854166,52.9375
15,1.5,3,false,80,10,true,false,0,undirected,0.15,138,2.735294117647059,2.5,0.2987067958701085,false,0.36149726139126087,46.5
13,1.5,3,false,80,10,true,false,0,undirected,0.05,137,1.986842105263158,2.25,0.38394919130726435,false,0.40255163222599355,49.90000000000002
19,1.5,3,false,80,30,true,false,0,undirected,0.05,135,1.9078947368421053,6,0.24134738025991886,false,0.3962177224559273,36.837500000000006
23,1.5,3,false,80,40,true,false,0,undirected,0.05,132,1.9736842105263157,3,0.3576906957421662,false,0.3847338942578444,46.68749999999999
21,1.5,3,false,80,30,true,false,0,undirected,0.15,134,1.7794117647058822,3.8333333333333335,0.32551246132477607,false,0.40330456510015333,45.66250000000001
18,1.5,3,false,80,20,true,false,0,undirected,0.15,136,2.2205882352941178,2.0833333333333335,0.24079609050071085,false,0.36786823901087484,44.212499999999984
20,1.5,3,false,80,30,true,false,0,undirected,0.05,135,1.9736842105263157,4.75,0.22304833689702108,false,0.33624509655218304,42.93750000000001
14,1.5,3,false,80,10,true,false,0,undirected,0.05,139,2.3684210526315788,2,0.2696037045907907,false,0.36947459464624754,34.04999999999999
16,1.5,3,false,80,20,true,false,0,undirected,0.05,137,1.736842105263158,1.5,0.270255730788819,false,0.37268321321787584,43.32499999999999
17,1.5,3,false,80,20,true,false,0,undirected,0.05,136,2.3815789473684212,0.75,0.26555004628642187,false,0.3882728245210616,33.6375
15,1.5,3,false,80,10,true,false,0,undirected,0.15,139,2.3823529411764706,2,0.2987067958701085,false,0.3614972613912609,46.50000000000001
13,1.5,3,false,80,10,true,false,0,undirected,0.05,138,2.6184210526315788,2.25,0.38222236728699566,false,0.4032695414549889,49.7625
22,1.5,3,false,80,40,true,false,0,undirected,0.05,134,1.9078947368421053,5.25,0.29115705061155317,false,0.39848083048991595,52.65000000000001
19,1.5,3,false,80,30,true,false,0,undirected,0.05,136,2.039473684210526,3.75,0.23628272269526143,false,0.39717463495910776,36.66250000000001
23,1.5,3,false,80,40,true,false,0,undirected,0.05,133,1.7236842105263157,7.25,0.35769069574216633,false,0.3847338942578443,46.6875
21,1.5,3,false,80,30,true,false,0,undirected,0.15,135,1.6323529411764706,4.333333333333333,0.3260408448349707,false,0.40346699834122457,45.63749999999999
24,1.5,3,false,80,40,true,false,0,undirected,0.15,56,1.7205882352941178,2.25,0.24514880952380955,false,0.2648390040384768,56
18,1.5,3,false,80,20,true,false,0,undirected,0.15,137,1.8676470588235294,2.25,0.24262810888372033,false,0.37164130395848277,45825
20,1.5,3,false,80,30,true,false,0,undirected,0.05,136,2.0657894736842106,3,0.22304833689702103,false,0.33624509655218293,42.937500000000014
14,1.5,3,false,80,10,true,false,0,undirected,0.05,140,2.6315789473684212,1.75,0.269234030405327,false,0.37126381982582973,33.71250000000001
16,1.5,3,false,80,20,true,false,0,undirected,0.05,138,2.236842105263158,1.75,0.27085233501448663,false,0.373706972583678,43.150000000000006
15,1.5,3,false,80,10,true,false,0,undirected,0.15,140,2.514705882352941,2,0.30024039363629146,false,0.3619554031309137,46.412499999999994
17,1.5,3,false,80,20,true,false,0,undirected,0.05,137,1.9210526315789473,0.75,0.27014006942601376,false,0.38936095487883854,33.462500000000006
13,1.5,3,false,80,10,true,false,0,undirected,0.05,139,2.1710526315789473,2.25,0.38359777440911336,false,0.404077623893044,49.6125
22,1.5,3,false,80,40,true,false,0,undirected,0.05,135,1.736842105263158,8.75,0.2935738515393835,false,0.4014075373162904,51.96249999999998
19,1.5,3,false,80,30,true,false,0,undirected,0.05,137,1.6973684210526316,5.5,0.2370094913041894,false,0.40036089992999235,36075
23,1.5,3,false,80,40,true,false,0,undirected,0.05,134,1.9736842105263157,5.25,0.35766544321691374,false,0.3849600380601383,46.63750000000001
20,1.5,3,false,80,30,true,false,0,undirected,0.05,137,1.8421052631578947,4.25,0.22409434970773973,false,0.33802087920929674,42.55
21,1.5,3,false,80,30,true,false,0,undirected,0.15,136,1.8235294117647058,2.75,0.326366542497339,false,0.4041597938234263,45.5125
18,1.5,3,false,80,20,true,false,0,undirected,0.15,138,2.3823529411764706,2.9166666666666665,0.24267331952103616,false,0.3719668644892386,45.762499999999996
14,1.5,3,false,80,10,true,false,0,undirected,0.05,141,2.513157894736842,2.25,0.2695030085032525,false,0.37177330257113467,33.6375
16,1.5,3,false,80,20,true,false,0,undirected,0.05,139,1.9736842105263157,1.25,0.27100937418274884,false,0.3740257786434359,43.1
15,1.5,3,false,80,10,true,false,0,undirected,0.15,141,2.4411764705882355,2,0.30209331764689146,false,0.3636834084254583,45.98750000000001
13,1.5,3,false,80,10,true,false,0,undirected,0.05,140,2.4342105263157894,2.25,0.38359777440911336,false,0.4040776238930441,49.6125
17,1.5,3,false,80,20,true,false,0,undirected,0.05,138,2.473684210526316,0.75,0.2737475199890427,false,0.3902258857655986,33.33750000000001
24,1.5,3,false,80,40,true,false,0,undirected,0.15,57,1.6764705882352942,3.4166666666666665,0.24499999999999994,false,0.2689932424186753,57.63750000000001
22,1.5,3,false,80,40,true,false,0,undirected,0.05,136,1.8421052631578947,4,0.2941563611724046,false,0.4016057751725263,51925
19,1.5,3,false,80,30,true,false,0,undirected,0.05,138,2.289473684210526,4.75,0.2381940295901209,false,0.4005313969659626,36.05000000000002
23,1.5,3,false,80,40,true,false,0,undirected,0.05,135,1.8289473684210527,9,0.3538870421803858,false,0.3883332351841606,45.96249999999999
20,1.5,3,false,80,30,true,false,0,undirected,0.05,138,2.1710526315789473,4,0.2269240844724591,false,0.33869946317107835,42425
18,1.5,3,false,80,20,true,false,0,undirected,0.15,139,1.8823529411764706,2.25,0.24306299247707908,false,0.37259226224331327,45.64999999999999
21,1.5,3,false,80,30,true,false,0,undirected,0.15,137,1.411764705882353,3.6666666666666665,0.32636654249733893,false,0.4041597938234263,45.5125
14,1.5,3,false,80,10,true,false,0,undirected,0.05,142,2.6578947368421053,2.25,0.2683647223258039,false,0.37737226990271333,34.6625
16,1.5,3,false,80,20,true,false,0,undirected,0.05,140,2.0657894736842106,1,0.27028190720528183,false,0.3752072573408643,42.85
15,1.5,3,false,80,10,true,false,0,undirected,0.15,142,2.6470588235294117,2,0.3020933176468915,false,0.36368340842545815,45.98750000000001
13,1.5,3,false,80,10,true,false,0,undirected,0.05,141,2.1315789473684212,2.25,0.3824578816931337,false,0.40438971236888854,49.55
17,1.5,3,false,80,20,true,false,0,undirected,0.05,139,2.1447368421052633,0.75,0.2730836028200778,false,0.3911687226843244,33.1875
22,1.5,3,false,80,40,true,false,0,undirected,0.05,137,1.4473684210526316,7.5,0.2941563611724046,false,0.40160577517252644,51.92500000000001
19,1.5,3,false,80,30,true,false,0,undirected,0.05,139,1.763157894736842,6,0.2512342705454159,false,0.4045510234299039,35325
23,1.5,3,false,80,40,true,false,0,undirected,0.05,136,1.894736842105263,3,0.3545663446031093,false,0.3892746857762258,45.775000000000006
20,1.5,3,false,80,30,true,false,0,undirected,0.05,139,1.881578947368421,4.75,0.22692408447245907,false,0.33869946317107835,42.425000000000004
21,1.5,3,false,80,30,true,false,0,undirected,0.15,138,2,4.166666666666667,0.32636654249733904,false,0.4041597938234265,45.5125
18,1.5,3,false,80,20,true,false,0,undirected,0.15,140,2.2058823529411766,2.0833333333333335,0.23408863350272013,false,0.3735983502336346,45.41249999999998
14,1.5,3,false,80,10,true,false,0,undirected,0.05,143,2.3947368421052633,1.5,0.27327600095515536,false,0.3779737436041174,34.562500000000014
24,1.5,3,false,80,40,true,false,0,undirected,0.15,58,1.6764705882352942,3.4166666666666665,0.24750901875901876,false,0.27457579804776533,58.83749999999998
15,1.5,3,false,80,10,true,false,0,undirected,0.15,143,2.3088235294117645,2.1666666666666665,0.3020933176468915,false,0.3636834084254582,45.98749999999999
16,1.5,3,false,80,20,true,false,0,undirected,0.05,141,1.881578947368421,1.5,0.2705699724681923,false,0.3767893717827743,42.562500000000014
13,1.5,3,false,80,10,true,false,0,undirected,0.05,142,2.539473684210526,2.25,0.3848520401419598,false,0.405562859768226,49.324999999999996
17,1.5,3,false,80,20,true,false,0,undirected,0.05,140,2.25,0.75,0.27314404128512154,false,0.3912621963357492,33.175000000000004
22,1.5,3,false,80,40,true,false,0,undirected,0.05,138,2.013157894736842,5.25,0.2941563611724047,false,0.4016057751725263,51925
23,1.5,3,false,80,40,true,false,0,undirected,0.05,137,1.75,7.25,0.3548452895144072,false,0.3901398526556498,45.6125
19,1.5,3,false,80,30,true,false,0,undirected,0.05,140,2.026315789473684,3.75,0.27908481106526767,false,0.4091506659864734,36.587500000000006
20,1.5,3,false,80,30,true,false,0,undirected,0.05,140,2.0657894736842106,3,0.24010207886368878,false,0.34164712607627357,41.8375
21,1.5,3,false,80,30,true,false,0,undirected,0.15,139,1.4558823529411764,4.416666666666667,0.3313908058275486,false,0.40478635977026184,45.41250000000001
18,1.5,3,false,80,20,true,false,0,undirected,0.15,141,2.0441176470588234,2.25,0.23386042678941288,false,0.3741977683472544,45.300000000000004
14,1.5,3,false,80,10,true,false,0,undirected,0.05,144,2.776315789473684,2.5,0.27575906181657295,false,0.37973585170755286,34.25000000000001
15,1.5,3,false,80,10,true,false,0,undirected,0.15,144,2.676470588235294,2.3333333333333335,0.30192572122542505,false,0.36490969305032583,45.75000000000001
16,1.5,3,false,80,20,true,false,0,undirected,0.05,142,2.25,1.75,0.2745805350265489,false,0.3777914480039115,42.3625
13,1.5,3,false,80,10,true,false,0,undirected,0.05,143,2.1052631578947367,2.25,0.38338011196955024,false,0.4061551902592268,49.2125
22,1.5,3,false,80,40,true,false,0,undirected,0.05,139,1.6710526315789473,8.75,0.29700508019279886,false,0.40219662519613636,51.82499999999999
17,1.5,3,false,80,20,true,false,0,undirected,0.05,141,2.026315789473684,0.75,0.27314404128512154,false,0.3912621963357491,33.175000000000004
24,1.5,3,false,80,40,true,false,0,undirected,0.15,59,1.588235294117647,3.5833333333333335,0.2526181457431457,false,0.2750811889975354,58.66249999999999
19,1.5,3,false,80,30,true,false,0,undirected,0.05,141,1.855263157894737,5.5,0.27961486977934336,false,0.40941115324432387,36.550000000000004
23,1.5,3,false,80,40,true,false,0,undirected,0.05,138,2.026315789473684,5.25,0.355282407543437,false,0.3910623769493657,45.43750000000002
20,1.5,3,false,80,30,true,false,0,undirected,0.05,141,1.9342105263157894,4.25,0.24251539031144298,false,0.342490761363026,41.67500000000001
21,1.5,3,false,80,30,true,false,0,undirected,0.15,140,1.7794117647058822,2.3333333333333335,0.3326009369996025,false,0.4080505424162334,44.7375
18,1.5,3,false,80,20,true,false,0,undirected,0.15,142,2.2205882352941178,2.9166666666666665,0.23386042678941282,false,0.3741977683472544,45.300000000000004
14,1.5,3,false,80,10,true,false,0,undirected,0.05,145,2.3421052631578947,2,0.2769537122215814,false,0.3799292339992356,34.224999999999994
16,1.5,3,false,80,20,true,false,0,undirected,0.05,143,1.8157894736842106,1.25,0.27344492173633045,false,0.381326682859,43.98749999999998
15,1.5,3,false,80,10,true,false,0,undirected,0.15,145,2.3529411764705883,1.5,0.29816697996668384,false,0.36791616717539305,45.024999999999984
13,1.5,3,false,80,10,true,false,0,undirected,0.05,144,2.5789473684210527,2.25,0.38705714169245586,false,0.406836432465788,49.08749999999999
17,1.5,3,false,80,20,true,false,0,undirected,0.05,142,2.5,0.75,0.27314404128512154,false,0.3912621963357491,33.17499999999999
22,1.5,3,false,80,40,true,false,0,undirected,0.05,140,1.8026315789473684,4,0.297005080192799,false,0.40219662519613647,51.825000000000024
19,1.5,3,false,80,30,true,false,0,undirected,0.05,142,2.1447368421052633,4.75,0.2794114967634703,false,0.4096702343425531,36.499999999999986
23,1.5,3,false,80,40,true,false,0,undirected,0.05,139,1.75,9,0.3556462921323603,false,0.39197113779462733,45.25
20,1.5,3,false,80,30,true,false,0,undirected,0.05,142,2.0789473684210527,4,0.24251539031144298,false,0.3424907613630259,41.67499999999999
18,1.5,3,false,80,20,true,false,0,undirected,0.15,143,1.8676470588235294,2.25,0.23386042678941288,false,0.3741977683472543,45.30000000000002
21,1.5,3,false,80,30,true,false,0,undirected,0.15,141,1.6323529411764706,4,0.33260093699960264,false,0.40805054241623334,44.73749999999999
14,1.5,3,false,80,10,true,false,0,undirected,0.05,146,2.6842105263157894,1.75,0.28355274192163404,false,0.3810016977876093,34.03750000000001
24,1.5,3,false,80,40,true,false,0,undirected,0.15,60,1.8088235294117647,2.25,0.25874514374514385,false,0.27691196473005425,58.1375
16,1.5,3,false,80,20,true,false,0,undirected,0.05,144,2.210526315789474,1,0.2754768593119986,false,0.38150305709233057,43.962500000000006
13,1.5,3,false,80,10,true,false,0,undirected,0.05,145,2.0526315789473686,2.25,0.3846371201243829,false,0.4073156680121951,49
15,1.5,3,false,80,10,true,false,0,undirected,0.15,146,2.573529411764706,2.1666666666666665,0.2967190977835075,false,0.36805954985109873,45
22,1.5,3,false,80,40,true,false,0,undirected,0.05,141,1.5526315789473684,7.5,0.2970050801927989,false,0.40219662519613664,51.82499999999999
