"BehaviorSpace results (NetLogo 6.2.2)"
"CA_5-STATES_NETWORK_CLEAN_55_PERFEITO_SAVE_Block_Arduino_25_PERFECT_DOC_BREED_aligned_BEHAVIOR_work2_SIMILARITY_SEGREGATION_CENTROIDE_work.nlogo"
"experiment_centroid"
"06/30/2022 20:22:16:617 -0300"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","radius-of-interaction","movement-steps","load-graphml","N-turtles","percentage-unhappy","clear-before-generating","arduino-on","mutated","links-to-use","frac-providers","[step]","( sum [ state ] of turtles with [ breed = clients ] ) /  (( 1 - frac-providers) * N-turtles)","( sum [ state ] of turtles with [ breed = service-providers ] ) /  ( frac-providers * N-turtles )","mean [nw:clustering-coefficient] of turtles","paths","mean [nw:closeness-centrality] of turtles","mean [nw:betweenness-centrality] of turtles","centroid-x","centroid-y"
"78","5.5","1","false","80","20","true","false","0","undirected","0.15","10","2.0588235294117645","3.1666666666666665","0.7027135959912495","false","0.4214745876328926","45.600000000000016","-1.2359801750140216","2.9088258193443948"
"73","5.5","1","false","80","10","true","false","0","undirected","0.05","14","2.5921052631578947","2","0.6363188200688201","3.4455696202531647","0.2985799129583472","96.60000000000002","0.802582072747352","-1.282104909917681"
"74","5.5","1","false","80","10","true","false","0","undirected","0.05","12","2.9078947368421053","1.5","0.644071830946831","4.160759493670886","0.24325746641770957","124.85","-0.827855631042766","-0.39341367214502176"
"79","5.5","1","false","80","30","true","false","0","undirected","0.05","9","1.986842105263158","4.75","0.6532217068062657","4.164873417721519","0.2512340013430864","125.0125","0.14645396162037808","0.285731495389815"
"75","5.5","1","false","80","10","true","false","0","undirected","0.15","12","2.3823529411764706","2.3333333333333335","0.667124815543933","3.7183544303797467","0.2754234129715286","107.375","-0.2083655307403892","2.818895854472466"
"76","5.5","1","false","80","20","true","false","0","undirected","0.05","11","2.3947368421052633","2.25","0.5997533716283716","4.333860759493671","0.23623656889378802","131.6875","-1.8069603322376568","0.3557468385768682"
"71","3.5","5","false","80","40","true","false","0","undirected","0.05","20","1.8026315789473684","3.25","0.4717415653745829","false","0.417901828510749","51.8","-0.25035935981649343","-0.04360447682790225"
"59","3.5","3","false","80","40","true","false","0","undirected","0.05","73","1.4342105263157894","6","0.5294929660523429","1.8873417721518988","0.5344953623065404","35.05000000000002","0.6351403057301528","-1.8228812136688088"
"72","3.5","5","false","80","40","true","false","0","undirected","0.15","18","1.8823529411764706","4.333333333333333","0.535691677710834","false","0.33665492221955057","70.14999999999999","0.4799398359876873","0.2525094757404359"
"81","5.5","1","false","80","30","true","false","0","undirected","0.15","5","1.7647058823529411","3.3333333333333335","0.6650099206349205","false","0.1646190602958518","202.5125","-0.7878546620423696","-1.2695948138067112"
"80","5.5","1","false","80","30","true","false","0","undirected","0.05","9","1.9210526315789473","4.75","0.6294681707181707","3.9879746835443037","0.260527852127498","118.02499999999998","-0.3867130336539194","-0.17607674962782738"
"77","5.5","1","false","80","20","true","false","0","undirected","0.05","11","2.1315789473684212","2.5","0.6782504301254302","4.2","0.24215130017168196","126.39999999999995","0.4154266665965645","-0.9344262974682188"
"78","5.5","1","false","80","20","true","false","0","undirected","0.15","11","1.7058823529411764","3.6666666666666665","0.7062150136641151","false","0.423565864608345","45.1125","-1.210980175014022","2.9338258193443947"
"73","5.5","1","false","80","10","true","false","0","undirected","0.05","15","2.5526315789473686","1.5","0.6308787046287045","3.3965189873417723","0.30304500495671444","94.66249999999995","0.8400820727473514","-1.2946049099176808"
"74","5.5","1","false","80","10","true","false","0","undirected","0.05","13","2.039473684210526","1.5","0.6498792180042179","4.113607594936709","0.24607229372791078","122.9875","-0.8528556310427657","-0.3309136721450214"
"79","5.5","1","false","80","30","true","false","0","undirected","0.05","10","2.0921052631578947","2.5","0.6546150765084586","4.080063291139241","0.25683842687500846","121.6625","0.07145396162037838","0.24823149538981512"
"75","5.5","1","false","80","10","true","false","0","undirected","0.15","13","1.8970588235294117","2.25","0.6798358338857562","3.5455696202531644","0.28828010238368973","100.54999999999998","-0.17086553074038915","2.831395854472466"
"76","5.5","1","false","80","20","true","false","0","undirected","0.05","12","2.526315789473684","1.75","0.6037409118659117","4.311708860759493","0.23752185469990983","130.81249999999997","-1.8194603322376568","0.3307468385768686"
"71","3.5","5","false","80","40","true","false","0","undirected","0.05","21","1.8157894736842106","6.75","0.4807318089876613","false","0.4280494300603679","49.53749999999999","-0.26285935981649333","-0.4311044768279024"
"72","3.5","5","false","80","40","true","false","0","undirected","0.15","19","1.588235294117647","4.833333333333333","0.5408335919326633","false","0.345313875676388","67.25","0.4174398359876873","0.415009475740436"
"81","5.5","1","false","80","30","true","false","0","undirected","0.15","6","2.2205882352941178","3.5833333333333335","0.6694498556998557","false","0.1665348360195672","199.8","-0.8503546620423694","-1.3070948138067109"
"77","5.5","1","false","80","20","true","false","0","undirected","0.05","12","2.3157894736842106","2.5","0.6891804723054723","4.158544303797468","0.244573687496025","124.76249999999997","0.3779266665965651","-0.9344262974682188"
"80","5.5","1","false","80","30","true","false","0","undirected","0.05","10","1.9736842105263157","5","0.6345559301809303","3.9098101265822787","0.2662909327420748","114.93749999999997","-0.34921303365391954","-0.1510767496278274"
"78","5.5","1","false","80","20","true","false","0","undirected","0.15","12","2.1176470588235294","2.75","0.7103400753387293","false","0.4240564262777169","45.012499999999996","-1.2609801750140217","2.933825819344395"
"73","5.5","1","false","80","10","true","false","0","undirected","0.05","16","2.513157894736842","2","0.6304856254856255","3.355379746835443","0.3071443826161814","93.0375","0.8275820727473515","-1.3196049099176808"
"74","5.5","1","false","80","10","true","false","0","undirected","0.05","14","2.8157894736842106","1.5","0.6532285076035076","4.069620253164557","0.24851538608417348","121.24999999999993","-0.8653556310427655","-0.3434136721450218"
"79","5.5","1","false","80","30","true","false","0","undirected","0.05","11","1.7894736842105263","5.5","0.6548031676785546","4.040189873417722","0.25915471060735107","120.08749999999998","0.07145396162037834","0.16073149538981507"
"75","5.5","1","false","80","10","true","false","0","undirected","0.15","14","2.25","2.4166666666666665","0.6881325934557355","3.3512658227848102","0.3052530880650637","92.87499999999999","-0.08336553074038902","2.856395854472466"
"76","5.5","1","false","80","20","true","false","0","undirected","0.05","13","2.3421052631578947","2.25","0.6104836136086136","4.154113924050633","0.2469464075050143","124.58750000000005","-1.7569603322376568","0.45574683857686854"
"71","3.5","5","false","80","40","true","false","0","undirected","0.05","22","2.026315789473684","6.25","0.4792903489735757","false","0.43324739527208733","48.46249999999999","-0.15035935981649332","-0.5436044768279025"
"81","5.5","1","false","80","30","true","false","0","undirected","0.15","7","1.838235294117647","3.5","0.6776740620490622","false","0.1671060772592186","199.11249999999995","-0.8503546620423684","-1.3445948138067114"
"72","3.5","5","false","80","40","true","false","0","undirected","0.15","20","1.7794117647058822","2.8333333333333335","0.5331001370920104","false","0.3535079891501092","64.85000000000001","0.6049398359876873","0.36500947574043596"
"77","5.5","1","false","80","20","true","false","0","undirected","0.05","13","2.039473684210526","2.5","0.6892784645909644","4.137658227848101","0.24585786669456872","123.9375","0.34042666659656484","-0.9094262974682186"
"80","5.5","1","false","80","30","true","false","0","undirected","0.05","11","1.8026315789473684","5.25","0.637580475080475","3.8348101265822785","0.2712883331015601","111.975","-0.33671303365391914","-0.10107674962782758"
"78","5.5","1","false","80","20","true","false","0","undirected","0.15","13","1.7205882352941178","3.25","0.7145293315841588","false","0.42959658801123257","43.73749999999999","-1.323480175014022","3.0463258193443954"
"74","5.5","1","false","80","10","true","false","0","undirected","0.05","15","2.25","1.5","0.6494037212787214","3.9234177215189874","0.2583733602722136","115.475","-0.8778556310427656","-0.35591367214502156"
"73","5.5","1","false","80","10","true","false","0","undirected","0.05","17","2.263157894736842","1.5","0.6336373920197451","3.3344936708860757","0.30911465390839166","92.21249999999999","0.8150820727473516","-1.2946049099176808"
"79","5.5","1","false","80","30","true","false","0","undirected","0.05","12","2.236842105263158","2.25","0.6548031676785546","4.040189873417722","0.259154710607351","120.08749999999998","0.18395396162037841","0.1482314953898152"
"75","5.5","1","false","80","10","true","false","0","undirected","0.15","15","1.838235294117647","2.5833333333333335","0.6841445201255569","3.220886075949367","0.31657752237718634","87.72500000000001","-0.10836553074038893","2.768895854472466"
"76","5.5","1","false","80","20","true","false","0","undirected","0.05","14","2.539473684210526","1.75","0.609412185037185","4.099683544303797","0.25050630534969204","122.43749999999997","-1.7319603322376569","0.4682468385768682"
"81","5.5","1","false","80","30","true","false","0","undirected","0.15","8","2.0588235294117645","2.4166666666666665","0.6856827200577202","false","0.18024419442941272","181.76250000000007","-0.8878546620423693","-1.3195948138067113"
"72","3.5","5","false","80","40","true","false","0","undirected","0.15","21","1.6911764705882353","4.416666666666667","0.5290742207354052","false","0.3609600775157433","65.77499999999999","0.8174398359876875","0.6150094757404363"
"71","3.5","5","false","80","40","true","false","0","undirected","0.05","23","1.855263157894737","8.25","0.4799754011926849","false","0.43741490391007415","47.63750000000002","-0.08785935981649358","-0.6311044768279024"
"59","3.5","3","false","80","40","true","false","0","undirected","0.05","74","1.6578947368421053","7","0.5291003948104548","1.884493670886076","0.5352624688678195","34.93750000000001","0.7351403057301529","-1.9228812136688092"
"77","5.5","1","false","80","20","true","false","0","undirected","0.05","14","2.25","2.5","0.6875314962814963","4.021835443037975","0.25270466606792075","119.36249999999998","0.32792666659656494","-0.9344262974682194"
"80","5.5","1","false","80","30","true","false","0","undirected","0.05","12","2","4","0.6446255827505828","3.7806962025316455","0.27513788530803474","109.83749999999998","-0.2992130336539192","-0.13857674962782746"
"78","5.5","1","false","80","20","true","false","0","undirected","0.15","14","2.0441176470588234","3.1666666666666665","0.7169793409074436","false","0.43228830840674676","43.525000000000006","-1.2859801750140218","2.958825819344395"
"74","5.5","1","false","80","10","true","false","0","undirected","0.05","16","2.776315789473684","1.5","0.6581834831834832","3.9091772151898736","0.25919473470761545","114.9125","-0.9028556310427659","-0.3684136721450215"
"73","5.5","1","false","80","10","true","false","0","undirected","0.05","18","2.776315789473684","2","0.6403932913491739","3.312974683544304","0.31101641075446046","91.36250000000003","0.8275820727473512","-1.319604909917681"
"79","5.5","1","false","80","30","true","false","0","undirected","0.05","13","1.7894736842105263","4.75","0.6606725250368825","4.025","0.2601856714091567","119.4875","0.1589539616203787","0.06073149538981511"
"75","5.5","1","false","80","10","true","false","0","undirected","0.15","16","2.4411764705882355","2.5","0.6858275527576997","3.2180379746835444","0.31689757808870167","87.61249999999998","-0.10836553074038915","2.8313958544724653"
"76","5.5","1","false","80","20","true","false","0","undirected","0.05","15","2.513157894736842","2.25","0.6146178821178822","3.946835443037975","0.2612242269507024","116.40000000000002","-1.706960332237657","0.43074683857686846"
"71","3.5","5","false","80","40","true","false","0","undirected","0.05","24","1.894736842105263","3.25","0.4865890889594512","false","0.44333447587264924","46.487500000000004","-0.23785935981649348","-0.6811044768279023"
"81","5.5","1","false","80","30","true","false","0","undirected","0.15","9","1.9264705882352942","3.3333333333333335","0.7024377705627706","false","0.1863632316110388","174.33750000000006","-0.9503546620423704","-1.257094813806711"
"72","3.5","5","false","80","40","true","false","0","undirected","0.15","22","1.7794117647058822","4.083333333333333","0.53221753575372","false","0.3621559939312503","65.45","0.9049398359876875","0.7650094757404359"
"78","5.5","1","false","80","20","true","false","0","undirected","0.15","15","1.7794117647058822","3.6666666666666665","0.716012341505468","false","0.4383998182224347","42.775000000000006","-1.5109801750140215","2.9838258193443954"
"77","5.5","1","false","80","20","true","false","0","undirected","0.05","15","2.3289473684210527","2.5","0.6919609557109555","3.9686708860759494","0.25616469129153346","117.26249999999996","0.327926666596565","-0.9844262974682187"
"80","5.5","1","false","80","30","true","false","0","undirected","0.05","13","1.855263157894737","4.75","0.647862345987346","3.719620253164557","0.27968242786731357","107.425","-0.1992130336539192","-0.22607674962782753"
"74","5.5","1","false","80","10","true","false","0","undirected","0.05","17","2.0526315789473686","1.5","0.658976889123948","3.8712025316455696","0.2620439779975711","113.4125","-0.8778556310427656","-0.3684136721450214"
"73","5.5","1","false","80","10","true","false","0","undirected","0.05","19","2.3684210526315788","1.5","0.6462059763636776","3.2686708860759492","0.31502894260311326","89.61249999999998","0.8400820727473514","-1.307104909917681"
"79","5.5","1","false","80","30","true","false","0","undirected","0.05","14","2.0657894736842106","2.5","0.6689195522399857","4.000949367088608","0.2617202337576128","118.5375","0.07145396162037831","0.09823149538981495"
"76","5.5","1","false","80","20","true","false","0","undirected","0.05","16","2.486842105263158","1.75","0.6095524614274613","3.920886075949367","0.2631207637999506","115.37499999999996","-1.6194603322376566","0.4182468385768683"
"75","5.5","1","false","80","10","true","false","0","undirected","0.15","17","1.7058823529411764","2","0.6891930414356882","3.130379746835443","0.3259506376363347","84.15000000000002","0.05413446925961089","2.793895854472466"
"81","5.5","1","false","80","30","true","false","0","undirected","0.15","10","2.1323529411764706","3.5833333333333335","0.7033017676767678","false","0.19015905020449267","169.51250000000002","-0.9378546620423697","-1.2695948138067117"
"71","3.5","5","false","80","40","true","false","0","undirected","0.05","25","1.8157894736842106","6.75","0.4863489612540266","false","0.44570661709141657","46.025","-0.4378593598164936","-0.4311044768279027"
"72","3.5","5","false","80","40","true","false","0","undirected","0.15","23","1.588235294117647","4.916666666666667","0.5337340972151345","false","0.36789444708404","66.95000000000002","0.8924398359876878","0.5275094757404363"
"77","5.5","1","false","80","20","true","false","0","undirected","0.05","16","2.1578947368421053","2.5","0.692049963924964","3.94746835443038","0.25742437760476433","116.42499999999998","0.3904266665965646","-0.8969262974682184"
"78","5.5","1","false","80","20","true","false","0","undirected","0.15","16","2.0588235294117645","2.75","0.7212046309832016","false","0.44009524061145566","42.38750000000001","-1.448480175014021","2.9338258193443947"
"74","5.5","1","false","80","10","true","false","0","undirected","0.05","18","2.9342105263157894","1.5","0.6600979208699796","3.863607594936709","0.2625418154133484","113.11250000000003","-0.8903556310427658","-0.3559136721450217"
"80","5.5","1","false","80","30","true","false","0","undirected","0.05","14","1.9342105263157894","5","0.6535142982017982","3.7025316455696204","0.2811550125894925","106.74999999999997","-0.2492130336539191","-0.2635767496278275"
"73","5.5","1","false","80","10","true","false","0","undirected","0.05","20","2.513157894736842","2","0.6413857271684288","3.194620253164557","0.3219769105386623","86.6875","0.8400820727473516","-1.282104909917681"
"79","5.5","1","false","80","30","true","false","0","undirected","0.05","15","2.013157894736842","5.5","0.669104631823285","3.9841772151898733","0.2627550288791436","117.87499999999997","0.09645396162037818","0.17323149538981505"
"75","5.5","1","false","80","10","true","false","0","undirected","0.15","18","2.3823529411764706","2.5","0.7090983444659913","3.0908227848101264","0.3303274751549935","82.58749999999999","0.07913446925961098","2.8813958544724656"
"76","5.5","1","false","80","20","true","false","0","undirected","0.05","17","2.263157894736842","2.25","0.612539751914752","3.8806962025316456","0.26605601791636496","113.78750000000007","-1.644460332237657","0.46824683857686866"
"59","3.5","3","false","80","40","true","false","0","undirected","0.05","75","1.5394736842105263","8.5","0.5322659791340953","1.8835443037974684","0.5355247662729744","34.900000000000006","0.5476403057301529","-1.7228812136688094"
"81","5.5","1","false","80","30","true","false","0","undirected","0.15","11","1.7647058823529411","3.5","0.706118326118326","false","0.19101499342997424","168.5875","-0.8753546620423693","-1.3570948138067105"
"71","3.5","5","false","80","40","true","false","0","undirected","0.05","26","1.9342105263157894","6.25","0.4834809399075569","false","0.4474508957309645","45.68749999999999","-0.5003593598164935","-0.5061044768279022"
"72","3.5","5","false","80","40","true","false","0","undirected","0.15","24","1.8823529411764706","3","0.53389985874119","false","0.36951580334612555","66.49999999999999","0.7299398359876875","0.36500947574043624"
"78","5.5","1","false","80","20","true","false","0","undirected","0.15","17","1.7058823529411764","3.25","0.7242415131962007","false","0.44150252027321424","42.1125","-1.4609801750140219","2.971325819344395"
"77","5.5","1","false","80","20","true","false","0","undirected","0.05","17","2","2.5","0.6808901515151515","3.849367088607595","0.2644166197921779","112.55","0.4029266665965647","-0.9469262974682191"
"74","5.5","1","false","80","10","true","false","0","undirected","0.05","19","2.1184210526315788","1.5","0.663606483385895","3.710759493670886","0.2726262926530984","107.075","-1.0028556310427656","-0.29341367214502156"
"80","5.5","1","false","80","30","true","false","0","undirected","0.05","15","1.9078947368421053","5.25","0.657037923269541","3.574367088607595","0.29073599800660715","101.6875","-0.28671303365391926","-0.2635767496278275"
"73","5.5","1","false","80","10","true","false","0","undirected","0.05","21","2.4473684210526314","1.5","0.6462581250448897","3.1484177215189875","0.32679027928936677","84.86250000000003","0.8025820727473512","-1.3446049099176807"
"79","5.5","1","false","80","30","true","false","0","undirected","0.05","16","2.039473684210526","2.25","0.6684720230105294","3.8841772151898732","0.27008686552773176","113.92500000000003","0.12145396162037847","0.110731495389815"
"75","5.5","1","false","80","10","true","false","0","undirected","0.15","19","1.8970588235294117","2.75","0.7206022306941422","3.039240506329114","0.3359105560891439","80.54999999999998","-0.008365530740389194","2.806395854472466"
"76","5.5","1","false","80","20","true","false","0","undirected","0.05","18","2.6578947368421053","1.75","0.6170779220779219","3.8294303797468356","0.2692355618234971","111.76249999999997","-1.6194603322376573","0.43074683857686813"
"81","5.5","1","false","80","30","true","false","0","undirected","0.15","12","2.2205882352941178","2.4166666666666665","0.7104588467088467","false","0.19705623029165975","161.97500000000002","-0.9253546620423693","-1.3445948138067112"
"71","3.5","5","false","80","40","true","false","0","undirected","0.05","27","1.9473684210526316","8.25","0.4969267387635993","false","0.45823309869326223","45.8875","-0.6378593598164932","-0.7811044768279022"
"72","3.5","5","false","80","40","true","false","0","undirected","0.15","25","1.588235294117647","4.166666666666667","0.5367759037273356","false","0.37408288364638037","65.22500000000001","0.11743983598768745","0.1775094757404362"
"78","5.5","1","false","80","20","true","false","0","undirected","0.15","18","2.1176470588235294","3.1666666666666665","0.7257069439988151","false","0.44966040679953867","40.33750000000002","-1.3234801750140215","2.983825819344395"
"77","5.5","1","false","80","20","true","false","0","undirected","0.05","18","2.4473684210526314","2.5","0.6842288267288266","3.721518987341772","0.27436394376209433","107.49999999999997","0.36542666659656503","-0.9719262974682181"
"74","5.5","1","false","80","10","true","false","0","undirected","0.05","20","2.789473684210526","1.5","0.6632294992589112","3.7044303797468356","0.273098156418829","106.82499999999997","-1.0153556310427656","-0.3184136721450216"
"80","5.5","1","false","80","30","true","false","0","undirected","0.05","16","1.9342105263157894","4","0.6616514347580524","3.565506329113924","0.29141842910243326","101.33749999999999","-0.36171303365391977","-0.2760767496278276"
"73","5.5","1","false","80","10","true","false","0","undirected","0.05","22","2.5921052631578947","2","0.6452020283637931","3.131012658227848","0.3285112640803856","84.17500000000004","0.852582072747351","-1.344604909917681"
"79","5.5","1","false","80","30","true","false","0","undirected","0.05","17","1.763157894736842","4.75","0.6659622251243769","3.777848101265823","0.27712414402646546","109.72499999999998","0.05895396162037843","0.13573149538981488"
"75","5.5","1","false","80","10","true","false","0","undirected","0.15","20","2.25","2.25","0.7239031903553962","3.02753164556962","0.33711582885311986","80.0875","0.07913446925961046","2.7438958544724654"
"76","5.5","1","false","80","20","true","false","0","undirected","0.05","19","2.473684210526316","2.25","0.6203568816804111","3.776582278481013","0.2727345402875599","109.675","-1.6819603322376566","0.5432468385768683"
"81","5.5","1","false","80","30","true","false","0","undirected","0.15","13","1.838235294117647","3.3333333333333335","0.7136682761682761","false","0.20098085839107452","158.12500000000003","-1.0628546620423691","-1.3195948138067113"
"71","3.5","5","false","80","40","true","false","0","undirected","0.05","28","1.894736842105263","3.25","0.4843018814976732","false","0.4648449276707998","44.45000000000001","-0.8253593598164926","-0.5686044768279024"
"72","3.5","5","false","80","40","true","false","0","undirected","0.15","26","1.7794117647058822","4.166666666666667","0.5300370135325632","false","0.37948115303435687","63.687500000000014","0.14243983598768725","0.39000947574043626"
"78","5.5","1","false","80","20","true","false","0","undirected","0.15","19","1.7205882352941178","3.6666666666666665","0.7273951002539136","false","0.4505042373110448","40.162499999999994","-1.4484801750140217","2.946325819344395"
"77","5.5","1","false","80","20","true","false","0","undirected","0.05","19","2.1710526315789473","2.5","0.6806340187590185","3.6436708860759492","0.28100665304492795","104.42499999999998","0.39042666659656466","-0.9344262974682189"
"74","5.5","1","false","80","10","true","false","0","undirected","0.05","21","2.1710526315789473","1.5","0.6696177270441975","3.696835443037975","0.27364182689431077","106.52500000000002","-0.9778556310427662","-0.2434136721450216"
"80","5.5","1","false","80","30","true","false","0","undirected","0.05","17","1.8157894736842106","4.75","0.6609164058980237","3.5493670886075948","0.2927455164906281","100.69999999999999","-0.39921303365391925","-0.3885767496278275"
"73","5.5","1","false","80","10","true","false","0","undirected","0.05","23","2.3684210526315788","1.5","0.6418874160969749","3.0683544303797468","0.3349080528504853","81.69999999999997","0.9400820727473516","-1.369604909917681"
"79","5.5","1","false","80","30","true","false","0","undirected","0.05","18","2.289473684210526","2.5","0.6625051866992655","3.681012658227848","0.28448849766795936","105.89999999999995","0.0589539616203786","0.21073149538981503"
"75","5.5","1","false","80","10","true","false","0","undirected","0.15","21","1.838235294117647","2.0833333333333335","0.7310438263147242","3.0031645569620253","0.3396872496432476","79.12499999999996","0.12913446925961072","2.731395854472466"
"76","5.5","1","false","80","20","true","false","0","undirected","0.05","20","2.4078947368421053","1.75","0.6260021840904195","3.7468354430379747","0.27503295634415703","108.49999999999993","-1.7319603322376569","0.5307468385768684"
"59","3.5","3","false","80","40","true","false","0","undirected","0.05","76","1.5526315789473684","4.5","0.530330265588845","1.879746835443038","0.5365937540577097","34.75000000000001","0.5351403057301527","-1.822881213668809"
"71","3.5","5","false","80","40","true","false","0","undirected","0.05","29","1.7236842105263157","6.75","0.48309058766683943","false","0.4696042765471393","43.58749999999999","-0.9128593598164934","-1.0561044768279024"
"81","5.5","1","false","80","30","true","false","0","undirected","0.15","14","2.0588235294117645","3.5833333333333335","0.7279229797979798","false","0.20245650316654196","156.7875","-1.0503546620423696","-1.3820948138067108"
"72","3.5","5","false","80","40","true","false","0","undirected","0.15","27","1.6911764705882353","5.083333333333333","0.5298181351886848","false","0.38052172669824563","63.43750000000002","0.14243983598768717","0.14000947574043615"
"78","5.5","1","false","80","20","true","false","0","undirected","0.15","20","2.0441176470588234","2.75","0.727207866140007","false","0.45088304414325797","40.08750000000001","-1.6359801750140217","3.0713258193443953"
"77","5.5","1","false","80","20","true","false","0","undirected","0.05","20","2.1184210526315788","2.5","0.6776592851592851","3.6193037974683544","0.2828973626873076","103.4625","0.5154266665965646","-0.8719262974682191"
"80","5.5","1","false","80","30","true","false","0","undirected","0.05","18","2.039473684210526","5","0.660037633397734","3.4848101265822784","0.2979195619431416","98.14999999999999","-0.4492130336539198","-0.30107674962782766"
"74","5.5","1","false","80","10","true","false","0","undirected","0.05","22","2.8026315789473686","1.5","0.6680421498436203","3.696518987341772","0.27366416901405327","106.5125","-0.9903556310427659","-0.2809136721450218"
"73","5.5","1","false","80","10","true","false","0","undirected","0.05","24","2.6973684210526314","2","0.6418874160969749","3.0683544303797468","0.3349080528504853","81.7","0.8900820727473517","-1.3321049099176812"
"79","5.5","1","false","80","30","true","false","0","undirected","0.05","19","1.8157894736842106","5.5","0.6654283003073638","3.607911392405063","0.29064406400524845","103.0125","0.07145396162037823","0.123231495389815"
"75","5.5","1","false","80","10","true","false","0","undirected","0.15","22","2.4411764705882355","2.6666666666666665","0.73299215984394","2.965506329113924","0.3440810095914723","77.63749999999999","0.2541344692596109","2.7188958544724664"
"76","5.5","1","false","80","20","true","false","0","undirected","0.05","21","2.3815789473684212","2.25","0.6262464947333364","3.7265822784810125","0.2765372692214534","107.69999999999997","-1.6319603322376566","0.5557468385768687"
"71","3.5","5","false","80","40","true","false","0","undirected","0.05","30","2.026315789473684","6.25","0.48207482770569643","false","0.4724893509594864","43.07500000000001","-0.7628593598164931","-1.1936044768279024"
"72","3.5","5","false","80","40","true","false","0","undirected","0.15","28","1.7794117647058822","2.75","0.5217901329191964","false","0.3821679952135387","62.97500000000002","0.3674398359876874","0.2775094757404363"
"78","5.5","1","false","80","20","true","false","0","undirected","0.15","21","1.7794117647058822","3.25","0.7284448071960268","false","0.4518395528237861","39.91250000000001","-1.5734801750140213","2.846325819344395"
"81","5.5","1","false","80","30","true","false","0","undirected","0.15","15","1.9264705882352942","3.5","0.7309362165612165","false","0.20402734940102354","155.17499999999995","-1.0003546620423691","-1.3820948138067108"
"77","5.5","1","false","80","20","true","false","0","undirected","0.05","21","2.1973684210526314","2.5","0.6705241980241982","3.539873417721519","0.2885997256809218","100.32499999999999","0.47792666659656496","-0.896926297468219"
"74","5.5","1","false","80","10","true","false","0","undirected","0.05","23","2.1315789473684212","1.5","0.667137330978275","3.675","0.27534277182709765","105.66249999999998","-1.027855631042765","-0.23091367214502173"
"73","5.5","1","false","80","10","true","false","0","undirected","0.05","25","2.263157894736842","1.5","0.6439588475250239","3.029746835443038","0.3388640688282771","80.175","0.9400820727473516","-1.3696049099176812"
"80","5.5","1","false","80","30","true","false","0","undirected","0.05","19","1.8421052631578947","5.25","0.6641574025175032","3.4778481012658227","0.29851283514419","97.875","-0.4992130336539192","-0.2510767496278274"
"75","5.5","1","false","80","10","true","false","0","undirected","0.15","23","1.7058823529411764","2.5","0.7401099239382907","2.936392405063291","0.3472833103853744","76.48749999999998","0.3041344692596108","2.5063958544724656"
"79","5.5","1","false","80","30","true","false","0","undirected","0.05","20","2.013157894736842","2.25","0.6688521951689519","3.5895569620253163","0.2920487946631995","102.2875","-0.1660460383796214","0.023231495389815282"
"76","5.5","1","false","80","20","true","false","0","undirected","0.05","22","2.6184210526315788","1.75","0.6289350908594331","3.7174050632911393","0.2772445370999109","107.3375","-1.6069603322376564","0.5682468385768686"
"71","3.5","5","false","80","40","true","false","0","undirected","0.05","31","1.9473684210526316","8.25","0.4827035817881348","false","0.47301462731720034","42.98749999999998","-0.5628593598164938","-1.3561044768279031"
"78","5.5","1","false","80","20","true","false","0","undirected","0.15","22","2.0588235294117645","3.1666666666666665","0.7297235876273683","false","0.4575536184606646","38.72500000000001","-1.4984801750140213","2.921325819344395"
"72","3.5","5","false","80","40","true","false","0","undirected","0.15","29","1.588235294117647","4.25","0.5233191297007088","false","0.38929793982305105","61.2375","0.36743983598768704","0.25250947574043636"
"81","5.5","1","false","80","30","true","false","0","undirected","0.15","16","2.1323529411764706","2.4166666666666665","0.7355833055833054","false","0.2159881419240089","143.81249999999994","-1.0628546620423693","-1.307094813806711"
"73","5.5","1","false","80","10","true","false","0","undirected","0.05","26","2.5921052631578947","2","0.640119225674566","2.935126582278481","0.3485960718011812","76.43749999999999","0.9525820727473514","-1.3571049099176808"
"77","5.5","1","false","80","20","true","false","0","undirected","0.05","22","2.289473684210526","2.5","0.6663184731934733","3.4645569620253163","0.2946810872338651","97.35000000000001","0.390426666596565","-0.9094262974682188"
"80","5.5","1","false","80","30","true","false","0","undirected","0.05","20","1.894736842105263","4","0.6650545981795983","3.4443037974683546","0.3013357949334091","96.55000000000003","-0.5617130336539191","-0.4510767496278275"
"74","5.5","1","false","80","10","true","false","0","undirected","0.05","24","2.9078947368421053","1.5","0.6710292102977862","3.6651898734177215","0.27615582979506886","105.27499999999998","-1.040355631042766","-0.23091367214502173"
"79","5.5","1","false","80","30","true","false","0","undirected","0.05","21","1.986842105263158","4.75","0.669585308589759","3.587974683544304","0.2921897128690952","102.22499999999997","-0.19104603837962114","0.010731495389815215"
"75","5.5","1","false","80","10","true","false","0","undirected","0.15","24","2.3823529411764706","2.3333333333333335","0.7409818794251842","2.9050632911392404","0.35056558898838974","75.25000000000001","0.3166344692596109","2.6563958544724655"
"76","5.5","1","false","80","20","true","false","0","undirected","0.05","23","2.3947368421052633","2.25","0.6230295380788801","3.578481012658228","0.2874036383711963","101.85000000000001","-1.6444603322376572","0.5682468385768684"
